PMC1,PMC2,PMC3,PMC4,PMC5,PMC6,PMC7,PMC8,PMC9,PMC10,PMC11,PMC12,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,MCE7,MCE8,MCE9,MCE21,MCE22,MCE23,MCE24,MCE25,MCE26,MCE27,MCE28,MCE29,MCE30,MCE31,MP1,MP2,MP3,MP4,SI1,SI2,SI3,SI4,SI6,SI7,SI8,SI9,SI10,SI11,SI12,SI13,SI14,SI15,SI16,F1,F11,F2,F3,F4,F5,F6,F7,F8,F9,F10,MCA1,MCA2,MCEn1,MCEn2,Norm,TA1,TA2,Sub1,Sub2,Anth1,Anth2,Anth3,Anth4,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,progress,age,gender,region,raceethnicity,education,income,Pcode,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,religionRNR,dietMR,exp_prop,PMC1nr,PMC2nr,PMC3nr,PMC4nr,PMC5nr,PMC6nr,PMC7nr,PMC8nr,PMC9nr,PMC10nr,PMC11nr,PMC12nr,MCE1nr,MCE2nr,MCE3nr,MCE4nr,MCE5nr,MCE6nr,MCE7nr,MCE8nr,MCE9nr,SI1nr,SI2nr,SI3nr,SI4nr,MCA1nr,MCA2nr,MCEn1nr,MCEn2nr,education_recode,age_recode,income_recode,weight
3,7,5,5,2,7,7,6,5,7,5,6,5,6,7,5,7,2,7,7,7,3.44,1.8,3.36,3.16,2,1.08,1.12,1.4,1.8,4.6,4.04,31,27,58,44,1,3,3,5,7,6,4,5,3,1,4,6,5,3,5,Not sure,Not sure,100,100,45,3.76,3.8,3.84,1.88,3.76,2.8,7,7,7,5,2.02,5.44,3.94,1.3,1.18,2.8,2.3,3.4,2.1,(2) agree,No,No,Yes,"[""None of the above""]",0,0,1,None,,Vegetarian,,15.23,0.923076923,58,Female,Northeast,Hispanic,9,52500,34,0,0,0,0,0,1,1,1,0,3,6,4,4,2,6,6,5,4,6,4,5,4,5,6,4,6,2,6,6,6,1,3,3,4,6,6,6,4,associates,55_,50000_74999,0.933119082
4,4,4,4,5,5,5,5,5,2,1,5,5,3,1,3,1,5,5,5,5,3.4,3.44,3.04,3.48,3.36,2.8,3.16,2.72,3.24,2.92,3.28,38,24,68,56,4,2,2,2,3,5,5,6,5,5,5,6,4,4,3,Not sure,Not sure,50,50,62,3.16,2.96,3.2,3.4,2.96,3.32,7,5,7,6,4.6,1,4.36,3.34,2.62,5.1,2,3.9,5.4,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,3.6,Catholic,,Meat-eater,,79.92,0.974358974,32,Female,Northeast,Hispanic,7,27500,35,0,0,0,0,1,0,0,0,0.2,,,,,4,4,4,4,4,2,1,4,4,3,1,3,1,4,4,4,4,,2,2,2,6,4,6,5,some_college,18_34,25000_49999,1.088403322
5,2,1,1,1,4,4,4,4,7,3,6,4,4,4,4,4,4,4,4,4,3.24,2.92,3.28,3.28,3.56,2.68,3.6,2.64,3.08,2.92,2.84,37,39,62,35,7,6,7,7,1,6,3,2,1,4,6,5,2,1,1,No,No,0,2,53,2.76,2.84,3.32,3.16,2.76,2.48,4,7,6,4,2.5,2.68,3.46,1.66,4.24,1.3,0.2,2.6,1.2,(2) agree,No,No,No,"[""None of the above""]",0,0,2.84,Catholic,,Meat-eater,None,34.55,0.948717949,35,Male,South,Hispanic,2,47500,36,0,0,0,0,0,1,0,0,0,4,2,1,1,1,,,,,6,3,5,,,,,,,,,,6,5,6,6,,6,5,,less_than_high,35_54,25000_49999,1.219487157
7,1,7,7,1,3,1,1,1,1,1,1,7,7,7,7,7,1,4,1,7,1.16,1.08,1.16,1.04,1.24,1.04,1.36,1.08,4.96,1.16,1.12,2,2,2,2,7,7,7,7,3,3,3,3,3,2,4,3,3,3,3,Not sure,Not sure,0,10,80,5,5,5,5,5,5,1,1,5,7,7,1.36,1.42,1,7,7.1,5,0.8,0.6,(2) agree,No,No,No,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,2,3.32,Undisclosed,New Testament Believer,Other restrictions,None,24.33,0.923076923,68,Male,South,Black,11,47500,37,0,0,0,1,1,0,1,1,0.4,6,1,6,6,1,3,1,1,1,1,1,1,6,6,6,6,6,1,,1,6,6,6,6,6,1,1,4,6,post_grad,55_,25000_49999,0.74709876
1,7,7,7,7,7,7,7,1,1,1,1,4,4,4,1,4,1,4,4,7,4.64,2.56,2.24,1.68,2.68,2.36,3.76,2.16,1.72,4.64,4.8,0,0,100,0,6,2,1,3,1,3,4,7,3,4,1,3,4,2,1,No,No,100,100,75,1,1,5,1,1,1,7,7,7,7,7,7,7,7,7,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,0,3.12,Catholic,,Meat-eater,,16.78,0.923076923,39,Female,West,Hispanic,10,112500,38,0,0,0,0,0,1,0,0,0,1,6,6,6,6,6,6,6,1,1,1,1,,,,1,,1,,,6,5,2,1,3,6,6,6,6,bachelors,35_54,100000_,0.916408694
3,5,6,5,5,5,5,6,1,6,5,3,6,5,6,6,6,1,7,6,6,3.44,4,3.44,3.12,3.28,1.72,3.4,1.56,3.36,3.68,3.48,60,66,66,65,5,3,5,3,2,4,2,4,5,5,5,3,6,4,5,Not sure,Not sure,5,10,100,4.2,3.52,3.84,3.88,3.84,4.04,7,6,6,7,4.36,3.52,4.3,3.28,4.18,6.2,5.9,5.4,3.9,(2) agree,Yes,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,2.52,Catholic,,Vegetarian,,8.9,0.923076923,31,Female,South,Hispanic,10,97500,39,0,0,0,0,1,0,0,1,0.2,3,4,5,4,4,4,4,5,1,5,4,3,5,4,5,5,5,1,6,5,5,4,3,4,3,6,5,5,6,bachelors,18_34,75000_99999,0.827852343
7,1,7,7,4,1,1,1,1,1,1,1,4,1,4,4,4,1,4,4,4,1,4.84,1,1.96,2.16,2.52,3.08,2.04,4.92,4.88,4.76,3,1,92,31,4,5,6,7,1,1,1,5,1,1,7,1,2,1,1,Not sure,Not sure,0,1,31,1.12,1,3.52,1.04,1.68,1.12,7,6,7,7,2.5,1.06,2.44,2.2,2.14,0,0.1,0.3,0.2,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,1.08,None,,Vegetarian,,12.85,0.923076923,47,Male,Northeast,Hispanic,9,72500,40,0,0,0,0,1,0,1,1,0.2,6,1,6,6,,1,1,1,1,1,1,1,,1,,,,1,,,,,4,5,6,6,5,6,6,associates,35_54,50000_74999,1.117407157
7,6,2,2,3,3,5,5,5,5,5,5,5,3,5,5,6,6,6,6,6,3.88,4,3.52,4.08,3.88,3.68,3.6,2.12,3.56,3.72,3.6,45,45,100,100,5,3,7,5,2,4,5,4,6,7,6,7,7,3,2,Not sure,Yes,7,10,100,4.4,4.36,4.04,1.96,4.4,2.04,2,5,7,7,2.86,5.92,6.1,2.74,5.56,3.2,8.1,7.9,2.8,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",0,2,3,Undisclosed,,Meat-eater,,11.18,0.923076923,24,Male,Northeast,Hispanic,5,2500,41,0,0,1,0,1,0,1,0,0.4,6,5,2,2,3,3,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,4,3,6,4,2,4,6,6,high,18_34,_24999,1.006642588
4,6,7,1,7,7,4,4,1,7,7,2,7,7,6,6,6,6,6,7,4,1.68,2,1.88,1.72,1.48,2,1.76,3,1.64,4.96,4.84,84,89,90,78,2,3,2,4,3,1,2,2,2,1,5,7,5,1,1,Not sure,Not sure,0,0,61,3.04,3.24,4.28,2.48,4.64,3.96,7,6,7,7,3.22,2.14,3.82,6.82,4,5,0.4,5.8,5.7,(2) agree,No,No,Yes,"[""None of the above""]",4,1,4.24,Catholic,,Other restrictions,N/A,17.57,0.923076923,47,Female,Northeast,Other (Non-Hispanic),9,12500,42,0,0,0,0,0,1,0,1,0,,5,6,1,6,6,,,1,6,6,2,6,6,5,5,5,5,5,6,,2,3,2,,6,5,6,6,associates,35_54,_24999,0.593852744
5,5,3,5,5,5,5,5,5,5,5,3,6,5,6,6,6,3,6,5,3,2.68,2.16,2.72,1.48,2.96,1.4,1.44,1.6,1.6,2.52,1.8,8,3,30,6,3,3,3,5,3,3,2,1,2,1,3,2,2,6,3,No,Yes,8,10,85,2.36,2.52,2.52,4.12,4.6,4,5,3,6,7,2.44,1.72,2.26,1.72,3.4,1.4,2.4,5.7,0.2,(2) agree,Yes,Yes,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,3,1,Agnostic,,Meat-eater,,9.35,0.923076923,38,Male,West,Hispanic,10,92500,43,0,1,1,1,1,0,1,0,0.8,4,4,3,4,4,4,4,4,4,4,4,3,5,4,5,5,5,3,5,4,3,3,3,3,4,4,3,5,6,bachelors,35_54,75000_99999,0.967608546
3,2,6,7,2,1,2,1,1,1,4,1,2,2,5,1,3,1,4,5,2,4.92,4.96,5,1.16,1.12,1.12,1.04,1.12,1.12,4.92,5,3,2,49,51,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,No,No,0,0,50,3,3,3.04,3.08,2.96,3,7,7,7,7,6.88,1.12,6.94,6.82,1.12,0.1,0.2,0.2,0.3,(2) agree,No,No,No,"[""None of the above""]",0,0,3,Catholic,,Meat-eater,,8.73,0.923076923,42,Female,West,Other (Non-Hispanic),8,67500,44,0,0,0,0,0,1,0,0,0,3,2,5,6,2,1,2,1,1,1,,1,2,2,4,1,3,1,,4,2,6,6,6,6,6,6,6,6,some_college,35_54,50000_74999,1.283146488
6,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,4,1,3,2.68,3,3,3,2.68,1,2.68,3,3,3,0,0,100,49,7,5,7,7,1,1,1,1,1,1,1,1,1,4,1,No,Yes,10,20,100,3,5,2.96,1,3,5,6,2,5,7,1,1,1,4,4,0,0,0,0,(2) agree,Yes,No,Yes,"[""None of the above""]",0,1,4,None,,Meat-eater,,9.27,0.923076923,61,Male,Midwest,Other (Non-Hispanic),13,62500,45,0,0,0,0,0,1,1,0,0,5,1,1,1,1,1,1,2,1,1,1,1,,1,1,1,1,1,1,,1,6,4,6,6,5,2,4,6,post_grad,55_,50000_74999,1.068027072
5,3,6,5,3,5,2,2,2,3,2,4,2,1,2,1,2,1,3,2,5,1.92,2.68,1.96,3.28,3.28,2.8,3.28,1.76,1.88,2.84,2.72,31,30,38,32,7,7,7,7,1,1,1,2,1,1,1,1,1,1,1,No,Not sure,0,-1,95,3.88,2.36,2.32,3.84,2.08,2.24,2,5,2,3,6.76,1.06,1.42,6.88,6.22,0.4,6,0.3,3.2,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,0,4.64,Other,nondenominal Christian,Meat-eater,Robots as companions a/o assistants take away from people having  friends ad jobs.,14.75,0.923076923,79,Female,South,Indigenous,5,62500,46,0,0,0,0,1,0,0,0,0.2,4,3,5,4,3,4,2,2,2,3,2,,2,1,2,1,2,1,3,2,4,6,6,6,6,2,4,2,3,high,55_,50000_74999,0.376928864
5,4,7,7,3,1,2,4,1,3,3,3,3,2,1,2,3,1,4,4,4,3.64,4,3,2.16,2.28,1.92,1.96,1.88,2,3.96,3.96,18,0,82,69,7,5,6,6,6,6,6,3,5,4,2,1,2,6,6,Not sure,Yes,10,100,84,4.96,4.28,3.84,3.48,3.32,3,6,3,2,5,4.48,1.18,2.74,5.26,5.2,2.7,6.8,6.1,1.2,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",3,1,1.96,Other,Pagan,Meat-eater,Scary!,14.6,0.923076923,32,Female,Midwest,Hispanic,10,37500,47,0,0,1,0,1,0,0,0,0.4,4,,6,6,3,1,2,,1,3,3,3,3,2,1,2,3,1,,,,6,4,5,5,5,3,2,4,bachelors,18_34,25000_49999,0.682898421
3,3,3,3,6,6,6,6,6,6,6,6,6,5,6,6,5,5,6,6,6,4,4.08,3.96,3.92,4,3.96,3.88,4,3.96,4.08,4.04,85,84,83,83,5,3,3,5,6,4,6,6,6,6,4,6,6,6,6,Yes,Yes,0,0,99,3.92,4,4.04,4,4.08,3.88,6,6,6,6,6.76,5.98,5.98,2.44,2.68,9.6,9.6,9.9,9.6,(2) agree,No,No,No,"[""Saw a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status""]",0,2,3.92,Buddhist,,Meat-eater,,21.18,0.923076923,29,Female,South,Hispanic,5,12500,48,1,0,0,1,0,0,0,0,0.4,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,3,3,4,5,5,5,5,high,18_34,_24999,0.822535649
5,4,6,3,5,7,7,7,7,3,4,1,5,5,7,4,7,3,5,4,1,4.08,4.36,4.88,1.8,3.4,1.16,1.16,1.08,4.84,4.92,3.52,4,4,93,19,6,4,3,3,7,5,7,2,1,1,1,1,7,4,4,Yes,Yes,10,15,97,4.88,3.84,3.64,3.64,3.72,3.6,7,7,7,7,6.64,1.12,4.9,1.9,3.76,0.2,0.4,6.4,0.2,(2) agree,No,No,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,2,1.52,Catholic,,Other restrictions,,9.5,0.923076923,42,Female,South,Hispanic,10,112500,49,0,0,0,1,1,0,0,1,0.4,4,,5,3,4,6,6,6,6,3,,1,4,4,6,,6,3,4,,1,5,,3,3,6,6,6,6,bachelors,35_54,100000_,0.904754998
5,3,5,5,5,5,6,6,6,5,5,5,6,6,5,3,1,3,3,5,2,3.84,4.68,4.2,4.24,3.4,4.32,3.8,4.48,4.68,2.72,4.32,60,58,52,89,5,6,3,3,4,3,6,6,3,3,1,1,5,7,2,Not sure,Not sure,1,1,100,3.76,2,4.2,1.72,4.4,4.32,4,2,4,6,1.72,5.44,5.26,5.26,2.14,8.9,4.1,7.6,7.8,(2) agree,Yes,No,Yes,"[""None of the above""]",0,2,1.8,Other,Catholic,Meat-eater,,44.42,0.923076923,33,Male,South,Hispanic,11,97500,50,0,0,0,0,0,1,0,0,0,4,3,4,4,4,4,5,5,5,4,4,4,5,5,4,3,1,3,3,4,2,4,5,3,3,,2,,5,post_grad,18_34,75000_99999,1.088440445
7,7,7,7,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,6,1,1,1,1,1,1,1.84,1,2.12,1,1.4,0,0,0,0,7,6,7,7,4,3,1,4,1,3,4,5,4,2,3,Not sure,No,15,15,73,3.36,3.64,3.56,1.96,1.44,2.44,7,5,7,7,5.44,1.06,2.26,7,2.14,0,0,2.5,0,(2) agree,Yes,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,2,1.56,Atheist,,Pescatarian,,81.22,0.923076923,45,Female,South,Hispanic,8,82500,51,0,0,0,0,1,0,1,1,0.2,6,6,6,6,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,5,6,5,6,6,6,4,6,6,some_college,35_54,75000_99999,1.226253428
7,5,7,7,7,7,7,7,6,6,6,5,7,5,7,7,7,1,5,7,7,5,5,5,5,5,5,5,1,5,5,5,20,5,100,18,7,7,5,7,7,7,6,7,7,7,7,7,7,7,7,Yes,Not sure,1,1,100,4.52,5,5,5,4.4,5,7,6,7,7,1,1.48,7,7,7,3.5,1,7.5,3.6,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",2,1,3.56,Catholic,,Meat-eater,buen tema,19.73,0.923076923,33,Male,Midwest,Hispanic,10,17500,52,0,1,0,1,1,0,0,0,0.6,6,4,6,6,6,6,6,6,5,5,5,4,6,4,6,6,6,1,4,6,6,6,6,4,6,6,5,6,6,bachelors,18_34,_24999,0.707343251
3,3,3,3,5,5,5,5,5,4,5,4,7,7,7,5,3,5,5,7,7,3.92,3.4,5,3.8,3.56,2.6,3.96,2.56,3.44,5,3.56,70,70,70,70,5,5,5,5,7,6,3,6,5,6,7,7,7,4,4,Yes,Yes,20,10,100,5,4.2,5,5,5,4.2,5,5,5,5,7,5.32,7,5.32,1.96,7,7,7,6.7,(2) agree,Yes,No,Yes,"[""None of the above""]",4,2,3.72,Catholic,,Meat-eater,,9.18,0.923076923,28,Male,West,Hispanic,10,137500,53,0,0,0,0,0,1,0,0,0,3,3,3,3,4,4,4,4,4,,4,,6,6,6,4,3,4,4,6,6,4,4,4,4,4,4,4,4,bachelors,18_34,100000_,1.151187172
3,5,5,5,5,5,6,6,5,5,5,5,5,5,7,7,3,6,6,5,7,3.56,4.64,4.88,4.48,5,4.16,3.88,4.44,4.2,5,4.44,79,85,38,43,6,5,5,5,3,1,2,4,3,2,3,4,4,1,1,Yes,Yes,2,4,35,3.24,1.16,4.88,4.44,3.76,3.8,6,6,6,6,5.26,2.86,2.56,5.68,2.98,1.6,0.9,0.4,1.3,(2) agree,Yes,No,No,"[""None of the above""]",0,1,2.48,Other,Baptist Christian,Meat-eater,,14.5,0.923076923,32,Female,South,Hispanic,5,2500,54,0,0,0,0,0,1,0,0,0,3,4,4,4,4,4,5,5,4,4,4,4,4,4,6,6,3,5,5,4,6,5,4,4,4,5,5,5,5,high,18_34,_24999,0.822535649
7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.84,5,4.96,4.84,4.88,4.92,4.96,4.92,4.76,4.96,4.96,98,99,99,96,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,1,1,98,4.8,4.88,4.84,4.84,4.68,4.76,7,7,7,7,6.7,6.16,6.7,6.4,6.1,9.5,9.6,9.6,10,(2) agree,Yes,Yes,Yes,"[""None of the above""]",5,5,4.92,Protestant,,Meat-eater,,8.1,0.923076923,36,Female,South,Hispanic,11,57500,55,0,0,0,0,0,1,0,0,0,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,6,6,6,post_grad,35_54,50000_74999,0.934192503
5,6,6,7,6,6,7,7,5,6,6,5,6,5,5,3,6,3,6,6,6,3.48,3.12,2.8,3,3,3.04,2.76,2.76,3.2,3.24,3.36,27,41,70,36,6,6,5,5,4,2,3,3,1,2,4,2,3,5,4,No,Yes,5,3,80,3.44,2.08,3.2,3.48,3.6,3.76,7,7,7,7,3.94,2.2,4.84,3.22,1.36,2.8,2.3,3.5,3.3,(2) agree,No,No,No,"[""Read a book or article that discussed AI ethics or moral status""]",0,2,1.12,Agnostic,,Meat-eater,,16.62,0.923076923,43,Male,Midwest,Indigenous,13,67500,56,0,0,0,1,0,0,1,0,0.2,4,5,5,6,5,5,6,6,4,5,5,4,5,4,4,3,5,3,5,5,5,5,5,4,4,6,6,6,6,post_grad,35_54,50000_74999,0.352059205
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4.36,4.56,4.6,4.4,4.36,4.08,4.12,4.64,4.72,4.52,4.36,95,91,92,82,2,1,1,1,7,7,7,7,7,1,1,2,2,7,7,Yes,Not sure,4,3,83,2.16,1.48,2.32,4.6,4.68,2.04,7,7,7,7,5.92,5.5,6.52,6.52,5.8,7.8,8.6,7.7,7.6,(2) agree,No,No,No,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,5,4.8,Catholic,,Meat-eater,,5.65,0.923076923,44,Female,West,Hispanic,7,17500,57,0,0,0,1,1,0,0,0,0.4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,6,6,6,6,some_college,35_54,_24999,0.894267679
6,6,6,6,7,6,6,6,6,6,6,5,6,6,6,6,1,6,6,6,6,4,4.16,3.52,3.92,3.88,3.6,4.24,4.12,4.16,4.32,4.28,73,77,82,85,6,6,6,6,6,6,6,6,7,7,6,7,6,6,6,Yes,Yes,1,1,71,4.16,4,4.16,4.36,4.16,4,6,7,6,6,5.5,5.38,5.5,5.8,5.08,7.6,6.9,7.2,8,(2) agree,Yes,Yes,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI""]",4,4,3.56,Catholic,,Meat-eater,,4.25,0.923076923,32,Female,Northeast,Hispanic,9,72500,58,1,1,1,0,0,0,0,0,0.6,5,5,5,5,6,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,5,5,6,5,5,associates,18_34,50000_74999,0.968328794
2,1,2,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,7,7,7,4.08,4.12,3.96,4.08,3.96,4.04,4,3.84,4.32,3.92,3.56,78,67,78,74,7,6,7,7,7,6,7,7,4,7,7,7,7,7,7,Yes,Not sure,0,0,88,4.12,4.16,4.28,4.52,4.6,4.36,6,6,6,6,6.28,6.52,5.8,6.4,5.56,9.1,9.5,8.3,9.2,(2) agree,Yes,Yes,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,5,3.68,Other,good,Vegetarian,good,4.3,0.923076923,36,Male,Northeast,Hispanic,10,112500,59,0,1,1,0,1,0,0,1,0.6,2,1,2,2,,,,,,,1,,,,,,,,6,6,6,6,5,6,6,5,5,5,5,bachelors,35_54,100000_,1.107264973
3,3,3,6,6,6,6,3,5,6,6,6,6,6,5,3,5,6,5,7,6,4.08,4.32,3.68,4,3.88,4.2,4.04,4.4,4.16,3.56,3.84,81,72,58,83,5,5,6,5,5,6,6,6,5,6,5,5,5,5,5,No,Yes,40,60,69,3.36,4.36,3.68,3.88,3.88,3.8,6,7,5,6,5.26,5.98,4.6,4.66,5.86,8.3,7.6,6.7,6.4,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,3,3.84,Catholic,,Meat-eater,Very good survey,4.5,0.923076923,45,Male,Northeast,Hispanic,10,137500,60,0,0,1,0,1,0,0,0,0.4,3,3,3,5,5,5,5,3,4,5,5,5,5,5,4,3,4,5,4,6,5,4,4,5,4,5,6,4,5,bachelors,35_54,100000_,1.107264973
5,4,5,4,4,4,4,5,5,4,4,1,6,4,6,4,6,4,4,6,4,2.64,2.72,2.56,2.72,2.36,2.28,1.28,2.6,2.6,2.48,2.32,29,21,88,64,4,4,4,4,4,5,4,5,3,5,6,7,6,4,4,Not sure,Not sure,10,10,65,3.08,3.32,3.48,2.96,2.96,3.12,4,7,4,7,1.42,1.42,3.4,4.6,3.22,6,5.9,5.9,3.7,(2) agree,Yes,No,No,"[""None of the above""]",0,1,4.96,Protestant,,Meat-eater,,7.65,0.923076923,30,Female,South,Hispanic,6,37500,61,0,0,0,0,0,1,0,0,0,4,,4,,,,,4,4,,,1,5,,5,,5,,,5,,,,,,,6,,6,high,18_34,25000_49999,0.95609995
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.4,3.96,3.56,3.64,3.48,3.64,3.52,3.48,3.52,3.56,3.92,70,65,64,67,5,5,5,5,5,4,5,4,4,7,3,7,7,5,3,Not sure,Not sure,10,10,65,3.64,1.8,4,3.72,3.84,3.76,4,4,4,4,4.72,4.72,5.14,4.72,4.9,6.5,6.4,7.1,6.6,(2) agree,No,No,No,"[""None of the above""]",0,0,4.04,Protestant,,Meat-eater,,3.65,0.923076923,39,Female,South,Hispanic,5,47500,62,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,high,35_54,25000_49999,0.916366548
1,2,6,7,6,6,6,6,6,7,6,6,2,2,6,6,6,7,6,2,6,4.88,4.64,4.8,1.12,4.68,4.88,4.92,5,5,4.88,5,100,97,95,95,6,6,7,7,7,7,5,4,5,5,7,6,5,2,6,No,Yes,0,0,99,4.88,1,5,5,4.84,4.92,6,6,7,6,7,1,7,6.94,7,9.3,10,9.2,4.7,(2) agree,No,Yes,No,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",4,4,1.4,Catholic,,Vegan,I really liked this survey. This gave me A better understanding of artificial intelligence.,4.53,0.923076923,22,Male,Northeast,Hispanic,9,22500,63,0,0,0,1,1,0,0,1,0.4,1,2,5,6,5,5,5,5,5,6,5,5,2,2,5,5,5,6,5,2,5,5,5,6,6,5,5,6,5,associates,18_34,_24999,0.778549375
7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,4.56,5,4.76,2.04,5,1.64,3.08,1.56,2.84,3.24,1.84,15,24,22,53,7,7,5,7,7,1,1,7,7,7,5,7,7,7,4,No,No,0,0,73,1.76,1.84,1.8,1.88,1.8,1.84,7,7,5,7,2.2,2.14,1.84,1.84,1.9,1.4,1.1,1.7,1.6,(2) agree,No,No,No,"[""None of the above""]",0,0,1.28,Catholic,,Meat-eater,,8.75,0.923076923,46,Female,Northeast,Hispanic,5,92500,64,0,0,0,0,0,1,0,0,0,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,1,6,6,4,6,6,6,4,6,high,35_54,75000_99999,1.112985406
6,6,6,6,6,6,5,5,3,4,4,4,6,3,6,5,7,3,6,6,6,3.56,2.48,3.2,2.28,2.56,2.88,3.28,2.64,2.56,3.56,2.96,37,42,56,37,4,6,6,6,4,2,3,2,2,2,4,2,3,5,3,No,Not sure,-1,-1,19,3.32,3.32,3.52,3.52,3.64,3.88,6,6,6,7,3.28,3.34,3.52,3.82,2.2,3,2.7,2.8,1.8,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",0,3,2.12,Agnostic,,Meat-eater,,12.78,0.923076923,19,Female,Northeast,Hispanic,5,2500,65,0,1,1,0,1,0,1,0,0.6,5,5,5,5,5,5,4,4,3,,,,5,3,5,4,6,3,5,5,5,,5,5,5,5,5,5,6,high,18_34,_24999,0.836089229
3,3,3,5,3,5,3,3,1,3,6,3,5,2,3,3,6,1,5,2,6,5,4.68,4.76,1.88,2.64,5,2.28,1,1.64,5,5,83,73,82,1,5,2,5,5,1,1,1,6,5,1,4,4,4,1,2,Not sure,No,15,-1,58,3.68,4.48,3.16,3.68,1.88,2.24,6,6,3,5,5.8,1.54,4.84,4.6,3.28,1.9,10,10,2.1,(2) agree,Yes,No,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",4,3,2.12,None,NA,Meat-eater,,7.65,0.923076923,28,Female,West,Hispanic,8,72500,66,0,0,1,1,0,0,1,0,0.4,3,3,3,4,3,4,3,3,1,3,5,3,4,2,3,3,5,1,4,2,5,4,2,4,4,5,5,3,4,some_college,18_34,50000_74999,1.397207669
7,4,7,7,1,1,5,4,1,1,1,4,4,4,1,1,7,1,7,4,7,4.72,4.2,3.68,1.4,1,1.24,3.24,1.2,2.2,2.04,3.84,18,17,55,17,7,6,7,7,1,2,2,1,1,2,3,2,3,1,1,No,Not sure,150,500,55,3.44,3.12,4.16,3.4,2.68,2.6,7,6,6,6,6.34,1,3.94,7,5.5,0,0.6,0.1,1.7,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.4,Protestant,,Meat-eater,,10.2,0.923076923,38,Female,Northeast,Hispanic,10,22500,67,0,0,0,0,0,1,0,0,0,6,,6,6,1,1,4,,1,1,1,,,,1,1,6,1,6,,6,6,5,6,6,6,5,5,5,bachelors,35_54,_24999,0.580691946
